Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Display_Size_inch,Display_Type,RearCam,FrontCam,Battery_mAh,Processor,Warranty_Years,Specs
Infinix,Infinix SMART 10,"Infinix SMART 10 (Twilight Gold, 64 GB)",6799,8946.05,24%,4.3,4,64,6.67,HD+,8MP Rear Camera,8MP,5000, UniSoc T7250 Processor,1,4 GB RAM | 64 GB ROM; 16.94 cm (6.67 inch) HD+ Display; 8MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; UniSoc T7250 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Redmi,REDMI 13 5G,"REDMI 13 5G (Hawaiian Blue, 128 GB)",11870,17984.85,34%,4.2,6,128,6.79,HD+,Not Specified,Not Specified,5030, Processor,1,6 GB RAM | 128 GB ROM; 17.25 cm (6.79 inch) Full HD+ Display; 108MP Rear Camera; 5030 mAh Battery; Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor; 1 year manufacture warranty
Samsung,Samsung Galaxy M35 5G,"Samsung Galaxy M35 5G (DayBreak Blue, 128 GB)",16200,25714.29,37%,4.3,8,128,6.6,HD+,Not Specified,Not Specified,6000,Not Specified,1,8 GB RAM | 128 GB ROM; 16.76 cm (6.6 inch) Display; 50MP Rear Camera; 6000 mAh Battery; 1 YEAR
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",29999,32965.93,9%,4.5,8,128,6.7,HD+,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,5000, 7s Gen3 Processor,1,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",31999,34781.52,8%,4.5,8,256,6.7,HD+,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,5000, 7s Gen3 Processor,1,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 256 GB)",31999,34781.52,8%,4.5,8,256,6.7,HD+,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,5000, 7s Gen3 Processor,1,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 256 GB)",33999,36955.43,8%,4.5,12,256,6.7,HD+,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,5000, 7s Gen3 Processor,1,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
Iqoo,IQOO Neo 10,"IQOO Neo 10 (Titanium Chrome, 256 GB)",34875,38750,10%,4.5,8,256,6.78,HD+,50MP + 50MP + 8MP,Not Specified,7000, Qualcomm Processor,1,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm Processor; Domestic warranty 1 year for handset and 6months for accessories
Tecno,Tecno Pova Curve 5G,"Tecno Pova Curve 5G (Neon Cyan, 128 GB)",16999,19998.82,15%,4.3,8,128,6.78,HD+,64MP Rear Camera,13MP,5500, Dimensity 7300 Ultimate Processor,1,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 64MP Rear Camera | 13MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Handset
Realme,realme 15T 5G,"realme 15T 5G (Silk Blue, 128 GB)",20999,22825,8%,4.2,8,128,6.57,HD+,50MP + 2MP,50MP,7000, MediaTek Dimensity 6400 MAX Processor,1,8 GB RAM | 128 GB ROM; 16.69 cm (6.57 inch) Full HD Display; 50MP + 2MP | 50MP Front Camera; 7000 mAh Battery; MediaTek Dimensity 6400 MAX Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Iqoo,IQOO Neo 10,"IQOO Neo 10 (Inferno Red, 256 GB)",33699,38734.48,13%,4.5,8,256,6.78,HD+,50MP + 50MP + 8MP,Not Specified,7000, Qualcomm Processor,1,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm Processor; Domestic warranty 1 year for handset and 6 months for accessories
Samsung,Samsung Galaxy A06 5G,"Samsung Galaxy A06 5G (Light Green, 64 GB)",9985,11886.9,16%,4,4,64,6.7,HD+,50MP + 50MP,Not Specified,5000, MEDIATEK Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.02 cm (6.7 inch) HD+ Display; 50MP + 50MP | 2MP + 2MP Dual Front Camera; 5000 mAh Battery; MEDIATEK Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Oneplus,OnePlus Nord 5 5G,"OnePlus Nord 5 5G (Phantom Grey, 256 GB)",34020,37800,10%,4.6,12,256,6.83,HD+,Not Specified,Not Specified,6800,Not Specified,1,12 GB RAM | 256 GB ROM; 17.35 cm (6.83 inch) Display; 50MP Rear Camera; 6800 mAh Battery; 1 Year Warranty
Samsung,Samsung Galaxy A16 5G,"Samsung Galaxy A16 5G (Light Green, 128 GB)",15999,19998.75,20%,4.2,6,128,6.7,HD+,50MP + 5MP + 2MP,13MP,5000, Dimensity 6300 Processor,1,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 5MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories
Iqoo,IQOO Neo 10,"IQOO Neo 10 (Titanium Chrome, 256 GB)",37499,40759.78,8%,4.5,12,256,6.78,HD+,50MP + 50MP + 8MP,Not Specified,7000, Qualcomm Processor,1,12 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm Processor; Domestic warranty 1 year for handset and 6 months for accessories
Tecno,Tecno Pova Curve 5G,"Tecno Pova Curve 5G (Geek Black, 128 GB)",16999,19998.82,15%,4.3,8,128,6.78,HD+,64MP Rear Camera,13MP,5500, Dimensity 7300 Ultimate Processor,1,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Display; 64MP Rear Camera | 13MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultimate Processor; 1 Year Manufacturer Warranty for Handset
Redmi,REDMI A5,"REDMI A5 (Jaisalmer Gold, 64 GB)",6499,8902.74,27%,4.2,3,64,6.88,HD+,32MP Rear Camera,8MP,5200, T7250 Processor,1,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; T7250 Processor; 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
Redmi,REDMI A5,"REDMI A5 (Pondicherry Blue, 64 GB)",6499,8902.74,27%,4.2,3,64,6.88,HD+,32MP Rear Camera,8MP,5200, T7250 Processor,1,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; T7250 Processor; 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
Motorola,Motorola Edge 50 Fusion,"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",18999,25674.32,26%,4.4,8,128,6.7,HD+,50MP + 13MP,32MP,5000, 7s Gen 2 Processor,1,8 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 13MP | 32MP Front Camera; 5000 mAh Battery; 7s Gen 2 Processor; 1 Year on Handset and 6 Months on Accessories
Poco,POCO M7 5G,"POCO M7 5G (Ocean Blue, 128 GB)",9499,12836.49,26%,4.1,6,128,6.88,HD+,50MP Rear Camera,8MP,5160, 4 Gen 2 5G Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Infinix,Infinix GT 30 Pro 5G+,"Infinix GT 30 Pro 5G+ (Blade White, 256 GB)",26999,34614.1,22%,4.4,12,256,6.78,HD+,108MP + 8MP,13MP,5500, Dimensity 8350 Ultimate Processor,1,12 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Display; 108MP + 8MP | 13MP Front Camera; 5500 mAh Battery; Dimensity 8350 Ultimate Processor; 1 Year Warranty for Handset and 6 Months Warranty for Accessories
Infinix,Infinix GT 30 Pro 5G+,"Infinix GT 30 Pro 5G+ (Blade White, 256 GB)",24999,31644.3,21%,4.4,8,256,6.78,HD+,108MP + 8MP,13MP,5500, Dimensity 8350 Ultimate Processor,1,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Display; 108MP + 8MP | 13MP Front Camera; 5500 mAh Battery; Dimensity 8350 Ultimate Processor; 1 Year Warranty for Handset and 6 Months Warranty for Accessories
Unknown,Ai+ Pulse,"Ai+ Pulse (Purple, 128 GB)",6999,9998.57,30%,3.9,6,128,6.745,HD+,50MP Rear Camera,5MP,5000, T615 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T615 Processor; 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stardust Purple, 128 GB)",10999,14863.51,26%,4.2,6,128,6.88,HD+,50MP Rear Camera,8MP,5160, 4 Gen 2 5G Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Google,Google Pixel 9A,"Google Pixel 9A (Iris, 256 GB)",49853.5,49999,0%,4.4,8,256,6.52,HD+,48MP + 12MP,12MP,5100, Tensor G4 Processor,1,8 GB RAM | 256 GB ROM; 15.96 cm (6.285 inch) Full HD+ Display; 48MP + 12MP | 12MP Front Camera; 5100 mAh Battery; Tensor G4 Processor; 1 Year Domestic Warranty
Iqoo,IQOO Z10R 5G,"IQOO Z10R 5G (Moonstone, 256 GB)",20725,24969.88,17%,4.3,8,256,6.77,HD+,Not Specified,Not Specified,5700,Not Specified,1,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP Rear Camera; 5700 mAh Battery; 1 Year Warranty
Vivo,vivo Y19e,"vivo Y19e (Majestic Green, 64 GB)",7990,11925.37,33%,4.3,4,64,6.74,HD+,13MP + 0.08MP,5MP,5500, T7225 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.12 cm (6.74 inch) Display; 13MP + 0.08MP | 5MP Front Camera; 5500 mAh Battery; T7225 Processor; 1 Year Warranty on the Product and 6 Months Warranty on the Accessories
Poco,POCO X7 Pro 5G,"POCO X7 Pro 5G (Yellow, 256 GB)",23999,31998.67,25%,4.3,8,256,6.67,HD+,50MP + 8MP,20MP,6550, Dimensity D8400 Ultra Processor,1,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 8MP | 20MP Front Camera; 6550 mAh Battery; Dimensity D8400 Ultra Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Realme,realme C75 5G,"realme C75 5G (Lily White, 128 GB)",12999,15852.44,18%,4.2,4,128,6.67,HD+,32MP Rear Camera,8MP,6000, Dimensity 6300 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Poco,POCO M7 Pro 5G,"POCO M7 Pro 5G (Lunar Dust, 128 GB)",12999,18839.13,31%,4.3,6,128,6.67,HD+,50MP + 2MP,20MP,5110, Dimensity 7025 Ultra Processor,1,6 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 2MP | 20MP Front Camera; 5110 mAh Battery; Dimensity 7025 Ultra Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Unknown,Ai+ Pulse,"Ai+ Pulse (Black, 64 GB)",5999,7998.67,25%,4.2,4,64,6.745,HD+,50MP Rear Camera,5MP,5000, T615 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T615 Processor; 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",33999,36955.43,8%,4.5,12,256,6.7,HD+,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,5000, 7s Gen3 Processor,1,12 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
Google,Google Pixel 10,"Google Pixel 10 (Obsidian, 256 GB)",49853.5,61487.845,0%,4.6,12,256,6.52,HD+,48MP + 13MP + 10.8MP,5MP,4970, Tensor G5 Processor,1,12 GB RAM | 256 GB ROM; 16.0 cm (6.3 inch) Quad HD+ Display; 48MP + 13MP + 10.8MP | 10.5MP Front Camera; 4970 mAh Battery; Tensor G5 Processor; 1 Year Domestic Warranty
Redmi,REDMI A5,"REDMI A5 (Just Black, 64 GB)",6499,8902.74,27%,4.2,3,64,6.88,HD+,32MP Rear Camera,8MP,5200, T7250 Processor,1,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB; 17.48 cm (6.88 inch) HD+ Display; 32MP Rear Camera | 8MP Front Camera; 5200 mAh Battery; T7250 Processor; 1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
Unknown,Ai+ Pulse,"Ai+ Pulse (Black, 128 GB)",6999,9998.57,30%,3.9,6,128,6.745,HD+,50MP Rear Camera,5MP,5000, T615 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.13 cm (6.745 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; T615 Processor; 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",29999,32965.93,9%,4.5,8,128,6.7,HD+,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide),50MP,5000, 7s Gen3 Processor,1,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty
Vivo,vivo T4 Pro 5G,"vivo T4 Pro 5G (Nitro Blue, 128 GB)",27999,32940,15%,4.5,8,128,6.77,HD+,50MP + 2MP + 50MP,32MP,6500, 7 Gen 4 Processor,1,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 2MP + 50MP | 32MP Front Camera; 6500 mAh Battery; 7 Gen 4 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Iqoo,IQOO Neo 10,"IQOO Neo 10 (Inferno Red, 128 GB)",31735,36477.01,13%,4.5,8,128,6.78,HD+,50MP + 50MP + 8MP,Not Specified,7000, Qualcomm sd Processor,1,8 GB RAM | 128 GB ROM; 17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display; 50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera; 7000 mAh Battery; Qualcomm sd Processor; Domestic warranty 1 year for handset and 6 months for accessories
Redmi,REDMI 14C 5G,"REDMI 14C 5G (Stardust Purple, 128 GB)",9576,13878.26,31%,4.2,4,128,6.88,HD+,50MP Rear Camera,8MP,5160, 4 Gen 2 5G Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO M6 5G,"POCO M6 5G (Orion Blue, 64 GB)",11999,11999,0%,4.2,4,64,6.74,HD+,50MP Rear Camera,5MP,5000, Mediatek Dimensity 6100+ Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO C61,"POCO C61 (Ethereal Blue, 64 GB)",6499,8902.74,27%,4.1,4,64,6.71,HD+,8MP Rear Camera,5MP,5000, Helio G36 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Motorola,Motorola G34 5G,"Motorola G34 5G (Ice Blue, 128 GB)",11999,14998.75,20%,4.2,8,128,6.52,HD+,50MP + 2MP,16MP,5000, Snapdragon 695 5G Processor,1,8 GB RAM | 128 GB ROM; 16.51 cm (6.5 inch) HD+ Display; 50MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Snapdragon 695 5G Processor; 1 Year on Handset and 6 Months on Accessories
Poco,POCO C65,"POCO C65 (Pastel Blue, 128 GB)",8499,10896.15,22%,4.3,4,128,6.74,HD+,50MP + AI Lens + 2MP,8MP,5000, Helio G85 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + AI Lens + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Poco,POCO C61,"POCO C61 (Diamond Dust Black, 64 GB)",8999,8999,0%,4.1,4,64,6.71,HD+,8MP Rear Camera,5MP,5000, Helio G36 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO C61  - Locked with Airtel Prepaid,"POCO C61  - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)",7499,8927.38,16%,4.1,4,64,6.71,HD+,8MP Rear Camera,5MP,5000, Helio G36 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO C51 - Locked with Airtel Prepaid,"POCO C51 - Locked with Airtel Prepaid (Power Black, 64 GB)",8499,9998.82,15%,4,4,64,6.52,HD+,8MP Dual Rear Camera,5MP,5000, Helio G36 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 16.56 cm (6.52 inch) HD+ Display; 8MP Dual Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Poco,POCO C61,"POCO C61 (Ethereal Blue, 64 GB)",8999,8999,0%,4.1,4,64,6.71,HD+,8MP Rear Camera,5MP,5000, Helio G36 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Samsung,Samsung Galaxy F06 5G,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",10999,15491.55,29%,4.1,6,128,6.7,HD+,50MP + 2MP,8MP,5000, Dimensity 6300 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB; 17.02 cm (6.7 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Motorola,MOTOROLA G04,"MOTOROLA G04 (Satin Blue, 128 GB)",7999,10957.53,27%,4.2,8,128,6.6,HD+,16MP Rear Camera,5MP,5000, Unisoc T606 Processor,1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) HD+ Display; 16MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Unisoc T606 Processor; 1 Year on Handset and 6 Months on Accessories
Motorola,MOTOROLA g24 Power,"MOTOROLA g24 Power (Ink blue, 128 GB)",9990,11892.86,16%,4.2,4,128,6.6,HD+,50MP + 2MP,16MP,6000, Helio G85 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.76 cm (6.6 inch) HD+ Display; 50MP + 2MP | 16MP Front Camera; 6000 mAh Battery; Helio G85 Processor; 1 Year on Handset and 6 Months on Accessories
Redmi,REDMI 13C,"REDMI 13C (Starfrost White, 128 GB)",8999,11998.67,25%,4.3,4,128,6.74,HD+,50MP Rear Camera,8MP,5000, Helio G85 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO C65,"POCO C65 (Pastel Green, 128 GB)",8499,10896.15,22%,4.3,4,128,6.74,HD+,50MP + AI Lens + 2MP,8MP,5000, Helio G85 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + AI Lens + 2MP | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
Vivo,vivo T2x 5G,"vivo T2x 5G (Aurora Gold, 128 GB)",14999,20831.94,28%,4.4,8,128,6.58,HD+,50MP + 2MP,8MP,5000, Mediatek Dimensity 6020 Processor,1,8 GB RAM | 128 GB ROM; 16.71 cm (6.58 inch) Full HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6020 Processor; 1 Year of Device & 6 Months for Inbox Accessories
Poco,POCO C55,"POCO C55 (Cool Blue, 64 GB)",9499,11873.75,20%,4.2,4,64,6.71,HD+,50MP Dual Rear Camera,5MP,5000, Mediatek Helio G85 Processor,1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 50MP Dual Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Vivo,vivo T3 Lite 5G,"vivo T3 Lite 5G (Vibrant Green, 128 GB)",11499,15332,25%,4.4,6,128,6.56,HD+,50MP + 2MP,8MP,5000, Dimensity 6300 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.66 cm (6.56 inch) Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Samsung,Samsung Galaxy F06 5G,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",9499,13969.12,32%,4.1,4,128,6.7,HD+,50MP + 2MP,8MP,5000, Dimensity 6300 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB; 17.02 cm (6.7 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 5000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
Redmi,REDMI 13C,"REDMI 13C (Starshine Green, 128 GB)",8999,11998.67,25%,4.3,4,128,6.74,HD+,50MP Rear Camera,8MP,5000, Helio G85 Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5000 mAh Battery; Helio G85 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO M6 5G - Locked with Airtel Prepaid,"POCO M6 5G - Locked with Airtel Prepaid (Polaris Green, 128 GB)",10499,12961.73,19%,4.2,4,128,6.74,HD+,50MP Rear Camera,5MP,5000, Mediatek Dimensity 6100+ Processor,1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Motorola,Motorola G85 5G,"Motorola G85 5G (Olive Green, 256 GB)",18999,22890.36,17%,4.4,12,256,6.67,HD+,50MP + 8MP,32MP,5000, 6s Gen 3 Processor,1,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5000 mAh Battery; 6s Gen 3 Processor; 1 Year on Handset and 6 Months on Accessories
Poco,POCO M6 5G,"POCO M6 5G (Orion Blue, 128 GB)",11499,13854.22,17%,4.3,6,128,6.74,HD+,50MP Rear Camera,5MP,5000, Mediatek Dimensity 6100+ Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Mediatek Dimensity 6100+ Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Poco,POCO C61,"POCO C61 (Mystical Green, 128 GB)",8499,9998.82,15%,4.3,6,128,6.71,HD+,8MP Rear Camera,5MP,5000, Helio G36 Processor,1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.04 cm (6.71 inch) HD+ Display; 8MP Rear Camera | 5MP Front Camera; 5000 mAh Battery; Helio G36 Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
